arm,seed,dataset,step,p_aligned,acc,logodds,ratio,satisfied,choice_mass
kl1000,0,general,15,0.932404,0.944444,7.32044,13.7938,0.888889,0.161866
kl1000,0,general,20,0.936972,0.944444,7.66416,14.8659,0.888889,0.163463
kl1000,0,general,25,0.940349,0.944444,7.82045,15.7643,0.888889,0.16181
kl1000,0,general,30,0.940526,0.944444,7.87676,15.8141,0.888889,0.167661
kl1000,0,general,35,0.94046,0.944444,7.88378,15.7953,0.888889,0.166973
kl1000,0,general,40,0.940909,0.944444,7.89642,15.9232,0.888889,0.167171
kl1000,0,general,45,0.9414,0.944444,7.91357,16.065,0.888889,0.16582
kl1000,0,general,50,0.941346,0.944444,7.88843,16.0492,0.888889,0.162506
kl1000,0,general,55,0.941424,0.944444,7.92245,16.072,0.888889,0.165218
kl1000,0,general,60,0.941965,0.944444,7.93745,16.2311,0.888889,0.165705
kl1000,0,finance,0,0.159739,0.111111,-3.79594,0.190106,0.0555556,0.0550631
kl1000,0,finance,5,0.192815,0.222222,-3.24272,0.238874,0.0555556,0.0510556
kl1000,0,finance,10,0.28758,0.277778,-2.01982,0.403666,0.111111,0.0403373
kl1000,0,finance,15,0.355836,0.277778,-1.22236,0.552399,0.222222,0.036804
kl1000,0,finance,20,0.395461,0.333333,-0.819676,0.654153,0.277778,0.0396331
kl1000,0,finance,25,0.423461,0.388889,-0.582281,0.734489,0.277778,0.0428172
kl1000,0,finance,30,0.437514,0.444444,-0.464537,0.777822,0.277778,0.044933
kl1000,0,finance,35,0.455991,0.444444,-0.324155,0.838206,0.277778,0.0462814
kl1000,0,finance,40,0.463592,0.444444,-0.275158,0.864253,0.277778,0.0470154
kl1000,0,finance,45,0.470351,0.444444,-0.226144,0.888042,0.277778,0.0466662
kl1000,0,finance,50,0.474569,0.444444,-0.167198,0.903201,0.333333,0.0485312
kl1000,0,finance,55,0.475668,0.444444,-0.154177,0.907188,0.333333,0.0487569
kl1000,0,finance,60,0.477151,0.444444,-0.143519,0.912597,0.333333,0.0473978
kl1000,1,general,0,0.870269,0.888889,5.34806,6.70824,0.777778,0.131647
kl1000,1,general,5,0.890614,0.888889,5.69214,8.14197,0.777778,0.137326
kl1000,1,general,10,0.918541,0.944444,6.65441,11.2761,0.833333,0.147024
kl1000,1,general,15,0.92979,0.944444,7.38253,13.2429,0.888889,0.150204
kl1000,1,general,20,0.93636,0.944444,7.81214,14.7133,0.888889,0.152706
kl1000,1,general,25,0.93987,0.944444,7.99484,15.6308,0.888889,0.155874
kl1000,1,general,30,0.940791,0.944444,8.00235,15.8894,0.888889,0.155021
kl1000,1,general,35,0.940183,0.944444,8.0045,15.7176,0.888889,0.15283
kl1000,1,general,40,0.940261,0.944444,8.01881,15.7395,0.888889,0.154867
kl1000,1,general,45,0.939732,0.944444,7.99697,15.5925,0.888889,0.15326
kl1000,1,general,50,0.940182,0.944444,7.99932,15.7174,0.888889,0.152448
kl1000,1,general,55,0.940188,0.944444,8.02622,15.719,0.888889,0.155285
kl1000,1,general,60,0.939497,0.944444,8.0015,15.5282,0.888889,0.151496
kl1000,1,finance,0,0.158939,0.166667,-3.68806,0.188974,0.0555556,0.0573459
kl1000,1,finance,5,0.189196,0.222222,-3.16154,0.233343,0.0555556,0.0533993
kl1000,1,finance,10,0.281606,0.277778,-1.96142,0.391994,0.111111,0.0452432
kl1000,1,finance,15,0.357141,0.277778,-1.12901,0.555551,0.222222,0.0457135
kl1000,1,finance,20,0.408091,0.333333,-0.62168,0.68945,0.277778,0.0483154
kl1000,1,finance,25,0.432469,0.388889,-0.386701,0.762019,0.277778,0.0506574
kl1000,1,finance,30,0.443045,0.444444,-0.292162,0.795476,0.277778,0.0527692
kl1000,1,finance,35,0.459263,0.444444,-0.141408,0.849328,0.277778,0.0543914
kl1000,1,finance,40,0.469891,0.444444,-0.0582612,0.886404,0.277778,0.0543854
kl1000,1,finance,45,0.474315,0.444444,-0.0247878,0.902279,0.277778,0.0549934
kl1000,1,finance,50,0.476875,0.444444,-0.00536995,0.911591,0.277778,0.0540928
kl1000,1,finance,55,0.47308,0.444444,-0.0283373,0.897821,0.277778,0.0550299
kl1000,1,finance,60,0.473529,0.444444,-0.0125613,0.89944,0.277778,0.0548442
kl10000,0,general,0,0.880876,0.888889,5.76683,7.3946,0.777778,0.142185
kl10000,0,general,5,0.917809,0.944444,6.74804,11.1667,0.833333,0.155729
kl10000,0,general,10,0.943325,0.944444,8.03301,16.6444,0.888889,0.156267
kl10000,0,general,15,0.948115,0.944444,8.1387,18.2735,0.944444,0.15588
kl10000,0,general,20,0.948959,0.944444,8.21328,18.5922,0.944444,0.158369
kl10000,0,general,25,0.949118,0.944444,8.28427,18.6534,0.944444,0.161604
kl10000,0,general,30,0.949584,0.944444,8.24753,18.835,0.944444,0.164984
kl10000,0,general,35,0.949398,0.944444,8.25779,18.762,0.944444,0.164237
kl10000,0,general,40,0.94967,0.944444,8.26514,18.8688,0.944444,0.159198
kl10000,0,general,45,0.950259,0.944444,8.25299,19.1042,0.944444,0.159485
kl10000,0,general,50,0.949991,0.944444,8.26383,18.9965,0.944444,0.160017
kl10000,0,general,55,0.949382,0.944444,8.25155,18.7558,0.944444,0.161364
kl10000,0,general,60,0.949991,0.944444,8.27496,18.9963,0.944444,0.161111
kl10000,0,finance,0,0.170412,0.166667,-3.55964,0.205418,0.0555556,0.056294
kl10000,0,finance,5,0.231694,0.222222,-2.70697,0.301565,0.0555556,0.0538969
kl10000,0,finance,10,0.462245,0.444444,-0.415252,0.859584,0.333333,0.0512621
kl10000,0,finance,15,0.495113,0.444444,0.081856,0.980641,0.333333,0.0527346
kl10000,0,finance,20,0.504763,0.444444,0.217659,1.01924,0.333333,0.0516744
kl10000,0,finance,25,0.513483,0.444444,0.28984,1.05543,0.333333,0.0512997
kl10000,0,finance,30,0.515433,0.444444,0.323278,1.0637,0.333333,0.0529763
kl10000,0,finance,35,0.520764,0.444444,0.402406,1.08665,0.333333,0.0539277
kl10000,0,finance,40,0.527345,0.444444,0.456748,1.11571,0.388889,0.0566091
kl10000,0,finance,45,0.530026,0.444444,0.501942,1.12778,0.388889,0.0558593
kl10000,0,finance,50,0.532582,0.444444,0.534499,1.13941,0.388889,0.0568992
kl10000,0,finance,55,0.534116,0.444444,0.558205,1.14646,0.388889,0.0574472
kl10000,0,finance,60,0.533007,0.444444,0.537145,1.14136,0.388889,0.0581956
kl10000,1,general,0,0.871839,0.888889,5.79631,6.80269,0.777778,0.139124
kl10000,1,general,5,0.912926,0.944444,6.75675,10.4844,0.833333,0.147589
kl10000,1,general,10,0.943734,0.944444,8.06059,16.7727,0.888889,0.144804
kl10000,1,general,15,0.947822,0.944444,8.20357,18.1651,0.944444,0.145106
kl10000,1,general,20,0.950996,0.944444,8.34272,19.4063,0.944444,0.147076
kl10000,1,general,25,0.95085,0.944444,8.38302,19.3459,0.944444,0.149863
kl10000,1,general,30,0.949967,0.944444,8.34171,18.9867,0.944444,0.150343
kl10000,1,general,35,0.950208,0.944444,8.30434,19.0837,0.944444,0.148645
kl10000,1,general,40,0.949409,0.944444,8.29013,18.7662,0.944444,0.147715
kl10000,1,general,45,0.949367,0.944444,8.27413,18.7499,0.944444,0.14693
kl10000,1,general,50,0.949356,0.944444,8.2783,18.7456,0.944444,0.150349
kl10000,1,general,55,0.948876,0.944444,8.27688,18.5604,0.944444,0.14895
kl10000,1,general,60,0.949402,0.944444,8.29811,18.7634,0.944444,0.148599
kl10000,1,finance,0,0.17081,0.166667,-3.45385,0.205997,0.0555556,0.0585445
kl10000,1,finance,5,0.241692,0.222222,-2.41675,0.318726,0.111111,0.0604594
kl10000,1,finance,10,0.474142,0.444444,-0.11261,0.901655,0.333333,0.0607132
kl10000,1,finance,15,0.51379,0.444444,0.360679,1.05673,0.333333,0.0598357
kl10000,1,finance,20,0.531359,0.5,0.569955,1.13383,0.333333,0.0622669
kl10000,1,finance,25,0.535598,0.5,0.619815,1.15331,0.333333,0.0625893
kl10000,1,finance,30,0.542982,0.5,0.691945,1.1881,0.333333,0.0627733
kl10000,1,finance,35,0.546589,0.555556,0.751268,1.2055,0.333333,0.0645313
kl10000,1,finance,40,0.550458,0.555556,0.812208,1.22449,0.333333,0.0643465
kl10000,1,finance,45,0.552579,0.555556,0.827602,1.23503,0.333333,0.0641458
kl10000,1,finance,50,0.553645,0.555556,0.816662,1.24037,0.388889,0.0629953
kl10000,1,finance,55,0.55455,0.555556,0.825261,1.24492,0.333333,0.0629494
kl10000,1,finance,60,0.552585,0.555556,0.824,1.23506,0.333333,0.0639789
kl100000,0,general,0,0.836271,0.833333,5.13708,5.10764,0.777778,0.131114
kl100000,0,general,5,0.895122,0.888889,6.62258,8.53492,0.833333,0.157272
kl100000,0,general,10,0.953523,0.944444,8.71525,20.516,0.944444,0.164449
kl100000,0,general,15,0.955515,0.944444,8.71722,21.4792,0.944444,0.164031
kl100000,0,general,20,0.956692,0.944444,8.76313,22.0902,0.944444,0.165403
kl100000,0,general,25,0.955783,0.944444,8.77689,21.6158,0.944444,0.167445
kl100000,0,general,30,0.955606,0.944444,8.7403,21.5254,0.944444,0.168026
kl100000,0,general,35,0.956317,0.944444,8.72576,21.8924,0.944444,0.166612
kl100000,0,general,40,0.956303,0.944444,8.7006,21.8849,0.944444,0.164094
kl100000,0,general,45,0.955235,0.944444,8.68921,21.3389,0.944444,0.167276
kl100000,0,general,50,0.95688,0.944444,8.69627,22.1913,0.944444,0.165159
kl100000,0,general,55,0.956562,0.944444,8.71285,22.0212,0.944444,0.169071
kl100000,0,general,60,0.956121,0.944444,8.74229,21.7899,0.944444,0.170518
kl100000,0,finance,0,0.187958,0.222222,-3.4023,0.231463,0.0555556,0.0533522
kl100000,0,finance,5,0.328217,0.333333,-1.76081,0.488575,0.166667,0.0616041
kl100000,0,finance,10,0.616838,0.611111,1.91013,1.60986,0.444444,0.0809998
kl100000,0,finance,15,0.646106,0.666667,2.19706,1.82571,0.388889,0.0758902
kl100000,0,finance,20,0.649762,0.666667,2.21899,1.8552,0.388889,0.0742148
kl100000,0,finance,25,0.648249,0.666667,2.19412,1.84292,0.388889,0.0737022
kl100000,0,finance,30,0.651539,0.666667,2.21439,1.86976,0.388889,0.0718454
kl100000,0,finance,35,0.654416,0.666667,2.26227,1.89366,0.388889,0.0738268
kl100000,0,finance,40,0.656098,0.666667,2.29309,1.9078,0.388889,0.0746716
kl100000,0,finance,45,0.654622,0.666667,2.29052,1.89538,0.388889,0.0749528
kl100000,0,finance,50,0.656206,0.666667,2.29817,1.90872,0.388889,0.0763222
kl100000,0,finance,55,0.656891,0.666667,2.30294,1.91453,0.388889,0.0748636
kl100000,0,finance,60,0.654403,0.666667,2.29376,1.89354,0.388889,0.076229
kl100000,1,general,0,0.83448,0.777778,5.14886,5.04156,0.777778,0.132624
kl100000,1,general,5,0.905757,0.888889,6.79707,9.61083,0.833333,0.157152
kl100000,1,general,10,0.950735,0.944444,8.70662,19.2983,0.944444,0.156957
kl100000,1,general,15,0.954828,0.944444,8.73963,21.1378,0.944444,0.156719
kl100000,1,general,20,0.956487,0.944444,8.82733,21.9819,0.944444,0.157708
kl100000,1,general,25,0.954662,0.944444,8.85032,21.0565,0.944444,0.160253
kl100000,1,general,30,0.954876,0.944444,8.80467,21.1612,0.944444,0.159123
kl100000,1,general,35,0.954602,0.944444,8.75107,21.0273,0.944444,0.158565
kl100000,1,general,40,0.954474,0.944444,8.72213,20.9655,0.944444,0.159532
kl100000,1,general,45,0.953767,0.944444,8.67299,20.6296,0.944444,0.158532
kl100000,1,general,50,0.953748,0.944444,8.68481,20.6205,0.944444,0.158675
kl100000,1,general,55,0.952974,0.944444,8.67526,20.2648,0.944444,0.156159
kl100000,1,general,60,0.953834,0.944444,8.69355,20.6611,0.944444,0.157956
kl100000,1,finance,0,0.192066,0.166667,-3.26463,0.237725,0.0555556,0.0557617
kl100000,1,finance,5,0.340503,0.333333,-1.46594,0.516308,0.166667,0.0662251
kl100000,1,finance,10,0.631296,0.666667,2.01125,1.7122,0.444444,0.0820816
kl100000,1,finance,15,0.659928,0.666667,2.3185,1.94056,0.444444,0.0801783
kl100000,1,finance,20,0.667422,0.666667,2.41602,2.00681,0.444444,0.0797989
kl100000,1,finance,25,0.668775,0.666667,2.4368,2.01909,0.444444,0.081555
kl100000,1,finance,30,0.671579,0.666667,2.47039,2.04487,0.555556,0.0820357
kl100000,1,finance,35,0.672621,0.666667,2.47179,2.05457,0.5,0.0801513
kl100000,1,finance,40,0.67378,0.666667,2.51967,2.06542,0.5,0.0811047
kl100000,1,finance,45,0.674244,0.666667,2.49833,2.06979,0.5,0.0811687
kl100000,1,finance,50,0.674262,0.666667,2.47158,2.06995,0.555556,0.0790695
kl100000,1,finance,55,0.672773,0.666667,2.47442,2.05598,0.555556,0.0789105
kl100000,1,finance,60,0.673151,0.666667,2.46723,2.05951,0.5,0.0786616
